actual_label,ensemble_probability,prediction_variance,probability_only_decision,uncertainty_aware_decision,probability_only_cost,uncertainty_aware_cost,cost_difference
0,0.2517668389722735,0.001554120181888,manual_review,manual_review,1.0,1.0,0.0
0,0.1493064371249749,0.0001211750780127,auto_process,auto_process,0.0,0.0,0.0
0,0.1442152951332161,0.0012680050628857,auto_process,auto_process,0.0,0.0,0.0
0,0.2078668968907392,0.0001547826565918,manual_review,manual_review,1.0,1.0,0.0
0,0.185219104420575,0.0009627844503867,auto_process,auto_process,0.0,0.0,0.0
0,0.2150920115946077,7.650666813891217e-05,manual_review,manual_review,1.0,1.0,0.0
1,0.2389299147383297,0.0020361822177893,manual_review,manual_review,1.0,1.0,0.0
0,0.2830974295942356,0.0002635876511292,manual_review,manual_review,1.0,1.0,0.0
0,0.2467758610733918,0.0004588881875233,manual_review,manual_review,1.0,1.0,0.0
1,0.2868880398868291,0.0007325272933347,manual_review,manual_review,1.0,1.0,0.0
0,0.2149915740627479,0.0006957647759379,manual_review,manual_review,1.0,1.0,0.0
1,0.1898283984645921,0.0003852166579085,auto_process,auto_process,5.0,5.0,0.0
0,0.2170373218590795,0.0001731494046745,manual_review,manual_review,1.0,1.0,0.0
0,0.1245357902185111,8.048307794378457e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1604486580860862,0.0001074283688718,auto_process,auto_process,0.0,0.0,0.0
1,0.2168267393115845,0.001483588959076,manual_review,manual_review,1.0,1.0,0.0
0,0.348357410138123,0.0008504553167476,manual_review,manual_review,1.0,1.0,0.0
1,0.3337666451538925,0.0007878056952471,manual_review,manual_review,1.0,1.0,0.0
1,0.1984568533628813,0.0011363467725334,auto_process,auto_process,5.0,5.0,0.0
0,0.1469067574718418,0.0008723079248236,auto_process,auto_process,0.0,0.0,0.0
1,0.2577403635182979,0.0001806569795255,manual_review,manual_review,1.0,1.0,0.0
0,0.1155626068264447,0.0003293155026096,auto_process,auto_process,0.0,0.0,0.0
0,0.1435804718766988,0.0005157718836416,auto_process,auto_process,0.0,0.0,0.0
0,0.2330431910738112,0.0002481994153573,manual_review,manual_review,1.0,1.0,0.0
0,0.129172164621951,7.860274215906877e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.1395497220544819,0.0002336945037176,auto_process,auto_process,5.0,5.0,0.0
0,0.3396543063060037,0.0015069225620144,manual_review,manual_review,1.0,1.0,0.0
0,0.1975252622499905,0.000699186319625,auto_process,auto_process,0.0,0.0,0.0
0,0.1502421340091335,0.0001341423110725,auto_process,auto_process,0.0,0.0,0.0
0,0.2915406017732363,0.0006254903769051,manual_review,manual_review,1.0,1.0,0.0
0,0.2296768210277023,0.0006423922902386,manual_review,manual_review,1.0,1.0,0.0
0,0.1912532890795547,0.0003200261420288,auto_process,auto_process,0.0,0.0,0.0
0,0.2568801313051592,0.000993778173433,manual_review,manual_review,1.0,1.0,0.0
0,0.2038218509922382,0.0005840326699409,manual_review,manual_review,1.0,1.0,0.0
0,0.3063293690847024,0.0007593229786782,manual_review,manual_review,1.0,1.0,0.0
0,0.2450894963126618,0.0017566658791525,manual_review,manual_review,1.0,1.0,0.0
0,0.1919616469331476,0.000240262780822,auto_process,auto_process,0.0,0.0,0.0
0,0.1469788872157191,9.96047908694676e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1895098370476874,0.000491539237074,auto_process,auto_process,0.0,0.0,0.0
0,0.254661111487155,0.0007092000515927,manual_review,manual_review,1.0,1.0,0.0
0,0.1755249716470631,0.0005825143255873,auto_process,auto_process,0.0,0.0,0.0
1,0.3985177008020915,0.0043052763871676,manual_review,manual_review,1.0,1.0,0.0
0,0.217417417201586,0.0006023394288106,manual_review,manual_review,1.0,1.0,0.0
0,0.3823723135317924,0.0048774657620078,manual_review,manual_review,1.0,1.0,0.0
0,0.2581472308811675,0.0013462533055265,manual_review,manual_review,1.0,1.0,0.0
0,0.2827844860850906,0.0010541070939465,manual_review,manual_review,1.0,1.0,0.0
0,0.128295585935027,0.0002845589341634,auto_process,auto_process,0.0,0.0,0.0
0,0.1563590857955924,0.0001270296375046,auto_process,auto_process,0.0,0.0,0.0
0,0.2374953023421419,0.0011685014429179,manual_review,manual_review,1.0,1.0,0.0
1,0.3113336683004914,0.0020919944512646,manual_review,manual_review,1.0,1.0,0.0
0,0.2942235371594443,0.0026030901715881,manual_review,manual_review,1.0,1.0,0.0
0,0.1436556129019277,0.0003397518049703,auto_process,auto_process,0.0,0.0,0.0
0,0.1756741174839395,0.000784532507141,auto_process,auto_process,0.0,0.0,0.0
0,0.2761126530335357,0.0004243045244186,manual_review,manual_review,1.0,1.0,0.0
1,0.1791137247470116,0.0006000529030895,auto_process,auto_process,5.0,5.0,0.0
0,0.2532398781134302,0.0016418733256108,manual_review,manual_review,1.0,1.0,0.0
0,0.3155548758446934,0.0006322885072971,manual_review,manual_review,1.0,1.0,0.0
0,0.1823180607617248,0.0002848662244405,auto_process,auto_process,0.0,0.0,0.0
1,0.23377864262779,0.001401876146731,manual_review,manual_review,1.0,1.0,0.0
0,0.1063546879608497,0.0001683717221718,auto_process,auto_process,0.0,0.0,0.0
1,0.3578776016675969,0.001180190502139,manual_review,manual_review,1.0,1.0,0.0
1,0.1245304673360477,0.0002636807574606,auto_process,auto_process,5.0,5.0,0.0
0,0.1762653732645903,0.0004735146554556,auto_process,auto_process,0.0,0.0,0.0
0,0.2696672422955209,0.0004540441003065,manual_review,manual_review,1.0,1.0,0.0
0,0.1801422802584014,0.0005912862716799,auto_process,auto_process,0.0,0.0,0.0
1,0.2952307713358757,0.0003853103915476,manual_review,manual_review,1.0,1.0,0.0
0,0.1487286006220673,0.0003327682575386,auto_process,auto_process,0.0,0.0,0.0
0,0.2488526913904977,0.0003989727808904,manual_review,manual_review,1.0,1.0,0.0
1,0.1932626962082192,0.0004529737572877,auto_process,auto_process,5.0,5.0,0.0
0,0.2553745514190776,7.758937156205279e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.2393447617348226,0.0008672697970354,manual_review,manual_review,1.0,1.0,0.0
0,0.3664953748134189,0.0019171288763191,manual_review,manual_review,1.0,1.0,0.0
1,0.1695255544231684,0.0003545813895411,auto_process,auto_process,5.0,5.0,0.0
0,0.2313752828891749,0.0008110646267737,manual_review,manual_review,1.0,1.0,0.0
0,0.1577453517846824,0.0004267267696458,auto_process,auto_process,0.0,0.0,0.0
1,0.2850795419456345,0.001012448002823,manual_review,manual_review,1.0,1.0,0.0
0,0.2765755118239003,0.0007285258672067,manual_review,manual_review,1.0,1.0,0.0
0,0.2868271359765269,0.0002723993669011,manual_review,manual_review,1.0,1.0,0.0
0,0.1221180264651487,0.0001151549266434,auto_process,auto_process,0.0,0.0,0.0
0,0.2912551758234188,0.0029267797422734,manual_review,manual_review,1.0,1.0,0.0
0,0.1068194567878051,0.000421662943345,auto_process,auto_process,0.0,0.0,0.0
0,0.3723327377529446,0.002152406164859,manual_review,manual_review,1.0,1.0,0.0
0,0.0850969793215111,0.0002312575620156,auto_process,auto_process,0.0,0.0,0.0
0,0.1102510544380063,0.0002397774886608,auto_process,auto_process,0.0,0.0,0.0
0,0.2239741289330886,0.0012615497554453,manual_review,manual_review,1.0,1.0,0.0
0,0.3991918000223487,0.0014038338127913,manual_review,manual_review,1.0,1.0,0.0
1,0.3378542019379189,0.0025073378799608,manual_review,manual_review,1.0,1.0,0.0
0,0.1830157110598924,0.0003760893891702,auto_process,auto_process,0.0,0.0,0.0
0,0.1215034082308789,0.0005923262112582,auto_process,auto_process,0.0,0.0,0.0
0,0.1884858845042139,0.0003069594244786,auto_process,auto_process,0.0,0.0,0.0
0,0.0942592816409069,0.0007713241238927,auto_process,auto_process,0.0,0.0,0.0
0,0.2145754825420107,0.0009917925772837,manual_review,manual_review,1.0,1.0,0.0
0,0.1485536653136587,0.0004537309760347,auto_process,auto_process,0.0,0.0,0.0
1,0.3139053194937401,0.0003320035928176,manual_review,manual_review,1.0,1.0,0.0
0,0.3158066187289223,0.000542543615185,manual_review,manual_review,1.0,1.0,0.0
0,0.0967709676256221,6.290911957375059e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1247344100593701,0.0004784090942304,auto_process,auto_process,0.0,0.0,0.0
0,0.0994910923695611,0.0001887920850243,auto_process,auto_process,0.0,0.0,0.0
0,0.1133380958843452,0.0002352393399162,auto_process,auto_process,0.0,0.0,0.0
1,0.3109217057303016,0.0002670289496653,manual_review,manual_review,1.0,1.0,0.0
0,0.1879382636414489,0.0008002285566743,auto_process,auto_process,0.0,0.0,0.0
0,0.1809954445565919,0.0009010119029685,auto_process,auto_process,0.0,0.0,0.0
1,0.3490364507900595,0.0017601857287631,manual_review,manual_review,1.0,1.0,0.0
0,0.2822676734730122,0.0008039628968662,manual_review,manual_review,1.0,1.0,0.0
0,0.2423431682242175,0.0004129843696045,manual_review,manual_review,1.0,1.0,0.0
0,0.1267295824808071,0.0003561026167052,auto_process,auto_process,0.0,0.0,0.0
0,0.1401400497750682,9.31944621246874e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.2748003950931712,0.0002206341645766,manual_review,manual_review,1.0,1.0,0.0
0,0.1768159606728456,0.0002853176998048,auto_process,auto_process,0.0,0.0,0.0
1,0.2563691323493229,0.0009754246491892,manual_review,manual_review,1.0,1.0,0.0
0,0.1807226476640406,6.939466172028736e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2179479361821537,0.0006201166208168,manual_review,manual_review,1.0,1.0,0.0
0,0.1754779278261336,0.0002797034828419,auto_process,auto_process,0.0,0.0,0.0
1,0.3355061643155315,0.0032058120711534,manual_review,manual_review,1.0,1.0,0.0
0,0.0929098109664892,0.0002735350456842,auto_process,auto_process,0.0,0.0,0.0
0,0.1493911068656002,0.0004643875065055,auto_process,auto_process,0.0,0.0,0.0
1,0.3302880702333175,0.0003616052326927,manual_review,manual_review,1.0,1.0,0.0
0,0.3569271748626261,0.0003452763633774,manual_review,manual_review,1.0,1.0,0.0
0,0.3639033834799998,0.0011432694992083,manual_review,manual_review,1.0,1.0,0.0
1,0.3357338807789771,0.0027377806838749,manual_review,manual_review,1.0,1.0,0.0
0,0.1509561865813077,0.0004484261384139,auto_process,auto_process,0.0,0.0,0.0
0,0.2689424238449879,0.0005208476842464,manual_review,manual_review,1.0,1.0,0.0
1,0.2081390914277616,0.0041562352886592,manual_review,manual_review,1.0,1.0,0.0
0,0.082022155702342,0.0002396660481088,auto_process,auto_process,0.0,0.0,0.0
0,0.1953329739380616,0.0005355924896684,auto_process,auto_process,0.0,0.0,0.0
0,0.2059408403776547,0.000803959912139,manual_review,manual_review,1.0,1.0,0.0
0,0.1990177432382932,0.0001114610167042,auto_process,auto_process,0.0,0.0,0.0
0,0.1337833650927881,0.0010921047640599,auto_process,auto_process,0.0,0.0,0.0
0,0.1707059144536723,0.0003566157406063,auto_process,auto_process,0.0,0.0,0.0
0,0.1929952438232891,0.0004135400563037,auto_process,auto_process,0.0,0.0,0.0
0,0.1248818995464267,0.0002052771975806,auto_process,auto_process,0.0,0.0,0.0
0,0.3183637149367948,0.0017895417121083,manual_review,manual_review,1.0,1.0,0.0
0,0.167984255175018,0.0004322510164179,auto_process,auto_process,0.0,0.0,0.0
1,0.3612709216289138,0.0089958488308474,manual_review,manual_review,1.0,1.0,0.0
0,0.1757797600440055,0.001064548240162,auto_process,auto_process,0.0,0.0,0.0
0,0.1782736064186167,0.0006757928815427,auto_process,auto_process,0.0,0.0,0.0
0,0.164631515100531,0.0002586297753204,auto_process,auto_process,0.0,0.0,0.0
0,0.3864722616108814,0.0014268359205608,manual_review,manual_review,1.0,1.0,0.0
0,0.1162261223368401,0.00014926881281,auto_process,auto_process,0.0,0.0,0.0
0,0.2307216097550833,0.0004415925566472,manual_review,manual_review,1.0,1.0,0.0
0,0.2678229889952006,0.0002528524542192,manual_review,manual_review,1.0,1.0,0.0
0,0.1701463930702529,0.0015347601494513,auto_process,auto_process,0.0,0.0,0.0
0,0.0934909548936378,0.0002291592293091,auto_process,auto_process,0.0,0.0,0.0
1,0.3356746734503327,0.0009065370835554,manual_review,manual_review,1.0,1.0,0.0
0,0.377979220028332,0.0028729110101511,manual_review,manual_review,1.0,1.0,0.0
1,0.1405654405708379,0.0004508937764163,auto_process,auto_process,5.0,5.0,0.0
0,0.1723752814121017,0.0008754003428797,auto_process,auto_process,0.0,0.0,0.0
0,0.1478570978706046,0.0004955557389697,auto_process,auto_process,0.0,0.0,0.0
1,0.1653075032397808,7.871555266589705e-05,auto_process,auto_process,5.0,5.0,0.0
0,0.1262551686984077,4.2048064126473006e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2111400440312908,0.0006127368875529,manual_review,manual_review,1.0,1.0,0.0
0,0.1118262786647555,0.0006536971470522,auto_process,auto_process,0.0,0.0,0.0
0,0.2159644707216975,0.0011669284657493,manual_review,manual_review,1.0,1.0,0.0
0,0.2635356742820021,0.0010068431478938,manual_review,manual_review,1.0,1.0,0.0
0,0.1959732807668643,0.0001948152509735,auto_process,auto_process,0.0,0.0,0.0
0,0.1394908169288143,4.528208488611168e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.3557571027202906,0.0003201852764051,manual_review,manual_review,1.0,1.0,0.0
0,0.1205689944064461,0.0001427927647278,auto_process,auto_process,0.0,0.0,0.0
0,0.3452506237133272,0.0004434386670686,manual_review,manual_review,1.0,1.0,0.0
1,0.1925642140863669,0.000456477716149,auto_process,auto_process,5.0,5.0,0.0
0,0.2910698061640763,0.0004954954099579,manual_review,manual_review,1.0,1.0,0.0
0,0.2573029066516233,0.0020814521998784,manual_review,manual_review,1.0,1.0,0.0
0,0.3132581002276875,0.0010329095662811,manual_review,manual_review,1.0,1.0,0.0
0,0.2665581356017348,0.0008082897223709,manual_review,manual_review,1.0,1.0,0.0
1,0.1700613353984716,0.0015059275874119,auto_process,auto_process,5.0,5.0,0.0
1,0.2399374498366275,0.0006664568651712,manual_review,manual_review,1.0,1.0,0.0
1,0.18690305044569,0.0002238477060997,auto_process,auto_process,5.0,5.0,0.0
0,0.2114715829222549,0.0008809010724418,manual_review,manual_review,1.0,1.0,0.0
0,0.2780964127992504,0.0018978344318627,manual_review,manual_review,1.0,1.0,0.0
0,0.1993479219131289,4.707659789709102e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2783566489064024,0.0012765401685018,manual_review,manual_review,1.0,1.0,0.0
0,0.3173893591510635,0.0025404772051139,manual_review,manual_review,1.0,1.0,0.0
1,0.3882203905116035,0.00026487291964,manual_review,manual_review,1.0,1.0,0.0
0,0.1148915144451018,0.0003447936509446,auto_process,auto_process,0.0,0.0,0.0
0,0.3064008959548096,0.0042062415933582,manual_review,manual_review,1.0,1.0,0.0
0,0.2140270978944272,0.0002606498274521,manual_review,manual_review,1.0,1.0,0.0
1,0.3544636662572245,0.0035362352389098,manual_review,manual_review,1.0,1.0,0.0
0,0.4437944439794708,0.0038304676275619,manual_review,manual_review,1.0,1.0,0.0
0,0.2908346314454919,0.0008900862051567,manual_review,manual_review,1.0,1.0,0.0
0,0.2112625686988411,0.0008732504161135,manual_review,manual_review,1.0,1.0,0.0
1,0.1608560774740388,0.0001298719168435,auto_process,auto_process,5.0,5.0,0.0
0,0.1423204822777925,0.0002350586034549,auto_process,auto_process,0.0,0.0,0.0
1,0.3977059661060402,0.0075306329200733,manual_review,manual_review,1.0,1.0,0.0
0,0.2350360081717989,0.000579627653115,manual_review,manual_review,1.0,1.0,0.0
0,0.112206325065572,0.0004925315089513,auto_process,auto_process,0.0,0.0,0.0
1,0.2552233495848869,0.0004489420421112,manual_review,manual_review,1.0,1.0,0.0
0,0.1956247491212422,0.0005328489645525,auto_process,auto_process,0.0,0.0,0.0
0,0.2437385426692312,0.0009050056702977,manual_review,manual_review,1.0,1.0,0.0
0,0.2393674804906251,0.0015113380203228,manual_review,manual_review,1.0,1.0,0.0
0,0.1246244503280114,0.0001665702005415,auto_process,auto_process,0.0,0.0,0.0
0,0.3039288916422304,0.0013350729162377,manual_review,manual_review,1.0,1.0,0.0
0,0.103465837051024,0.0004248500053374,auto_process,auto_process,0.0,0.0,0.0
0,0.1299519029552842,6.338708874841183e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1891337107799105,0.000417097777328,auto_process,auto_process,0.0,0.0,0.0
0,0.2827016525332924,0.0014409659312987,manual_review,manual_review,1.0,1.0,0.0
1,0.2978669878596829,0.0008141558712198,manual_review,manual_review,1.0,1.0,0.0
1,0.3436481466380547,0.0003342586636416,manual_review,manual_review,1.0,1.0,0.0
0,0.2012685104949298,0.0004880758075408,manual_review,manual_review,1.0,1.0,0.0
1,0.1711278133020612,0.0002214208676674,auto_process,auto_process,5.0,5.0,0.0
0,0.1474748962327378,0.0002204349671815,auto_process,auto_process,0.0,0.0,0.0
1,0.3080686861082237,0.0009334725361264,manual_review,manual_review,1.0,1.0,0.0
0,0.1045017134868571,3.09692371867702e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.2376222523300372,0.0002706326410626,manual_review,manual_review,1.0,1.0,0.0
0,0.1864810749195815,0.0006388626505572,auto_process,auto_process,0.0,0.0,0.0
0,0.2682076654462386,0.0006821798195831,manual_review,manual_review,1.0,1.0,0.0
0,0.2084635514381987,0.0004621322967053,manual_review,manual_review,1.0,1.0,0.0
0,0.3904781318869031,0.0013286180409228,manual_review,manual_review,1.0,1.0,0.0
0,0.3615985387716391,0.0005293971334855,manual_review,manual_review,1.0,1.0,0.0
0,0.1300883050258506,0.0002146720653103,auto_process,auto_process,0.0,0.0,0.0
0,0.2934825677535634,0.0008449694530045,manual_review,manual_review,1.0,1.0,0.0
0,0.1982867375992017,0.0003369414328602,auto_process,auto_process,0.0,0.0,0.0
0,0.1619027758794456,4.601080664105978e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.2975310660186647,0.0004323038032847,manual_review,manual_review,1.0,1.0,0.0
0,0.1068816073174524,0.0002597252668931,auto_process,auto_process,0.0,0.0,0.0
1,0.1702915958441713,9.034910747136597e-05,auto_process,auto_process,5.0,5.0,0.0
0,0.1596219139607168,0.0003812509534642,auto_process,auto_process,0.0,0.0,0.0
0,0.22021796692627,0.0001577098220395,manual_review,manual_review,1.0,1.0,0.0
0,0.2171762668648086,0.0014049368074979,manual_review,manual_review,1.0,1.0,0.0
0,0.0980249311723999,0.0002491910313208,auto_process,auto_process,0.0,0.0,0.0
0,0.158060001808224,0.0001950210825094,auto_process,auto_process,0.0,0.0,0.0
0,0.1559911712465934,0.0003179141424758,auto_process,auto_process,0.0,0.0,0.0
0,0.1406118594037141,0.0003824883740642,auto_process,auto_process,0.0,0.0,0.0
1,0.2116889624312172,0.0009763062396698,manual_review,manual_review,1.0,1.0,0.0
0,0.144532355418193,4.857840707400515e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.1823511618535929,0.0005907888125359,auto_process,auto_process,0.0,0.0,0.0
0,0.2544252305322197,0.0030612677176641,manual_review,manual_review,1.0,1.0,0.0
1,0.1468492532557282,0.000273474747826,auto_process,auto_process,5.0,5.0,0.0
0,0.3312136934946169,0.0006634565751153,manual_review,manual_review,1.0,1.0,0.0
0,0.241568862586455,0.0007921663531978,manual_review,manual_review,1.0,1.0,0.0
0,0.1788925995757191,0.0001616374395861,auto_process,auto_process,0.0,0.0,0.0
1,0.376049794255707,8.529318859261968e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.151142225450725,0.0005886285286562,auto_process,auto_process,0.0,0.0,0.0
0,0.1551614251476699,0.0002032694963225,auto_process,auto_process,0.0,0.0,0.0
0,0.1798792258825538,0.0002017561866958,auto_process,auto_process,0.0,0.0,0.0
0,0.2997586256950744,0.0021715555313644,manual_review,manual_review,1.0,1.0,0.0
0,0.0961511784857565,0.0001538532592428,auto_process,auto_process,0.0,0.0,0.0
0,0.2896367098143712,0.0007073877778619,manual_review,manual_review,1.0,1.0,0.0
0,0.1274892080512171,0.0007111883439681,auto_process,auto_process,0.0,0.0,0.0
1,0.3458494912929086,0.0025126706237938,manual_review,manual_review,1.0,1.0,0.0
0,0.1596822851707657,0.00017970893059,auto_process,auto_process,0.0,0.0,0.0
0,0.2327512611713495,0.0010256689255504,manual_review,manual_review,1.0,1.0,0.0
0,0.2182463777688258,0.00034641703425,manual_review,manual_review,1.0,1.0,0.0
1,0.3662363476057745,0.0045112646990972,manual_review,manual_review,1.0,1.0,0.0
1,0.1897789651777558,0.0004187089704173,auto_process,auto_process,5.0,5.0,0.0
0,0.2308311578552068,0.0010762126033694,manual_review,manual_review,1.0,1.0,0.0
0,0.172929785965293,0.0001498072345198,auto_process,auto_process,0.0,0.0,0.0
0,0.3745327053365055,0.0032672548267365,manual_review,manual_review,1.0,1.0,0.0
1,0.3414339615163664,0.005904344259936,manual_review,manual_review,1.0,1.0,0.0
0,0.1007789534176106,0.000122665418933,auto_process,auto_process,0.0,0.0,0.0
0,0.2504938543630413,4.224196461748253e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.1529131815113803,0.0010370935703665,auto_process,auto_process,0.0,0.0,0.0
0,0.2873699688732604,0.0018344547450988,manual_review,manual_review,1.0,1.0,0.0
0,0.2415574537739673,0.0009729737801163,manual_review,manual_review,1.0,1.0,0.0
0,0.266681763795823,0.0002689586344745,manual_review,manual_review,1.0,1.0,0.0
0,0.2790829973771161,0.0001568329250859,manual_review,manual_review,1.0,1.0,0.0
0,0.3848637042378582,0.0012505020912241,manual_review,manual_review,1.0,1.0,0.0
1,0.3197769536491767,0.0002779188505548,manual_review,manual_review,1.0,1.0,0.0
1,0.297260676945915,0.0040150261665727,manual_review,manual_review,1.0,1.0,0.0
0,0.190651140570341,0.0002820697636301,auto_process,auto_process,0.0,0.0,0.0
1,0.2533049659059602,0.0008339183722257,manual_review,manual_review,1.0,1.0,0.0
0,0.1199313163289934,0.0003221121644782,auto_process,auto_process,0.0,0.0,0.0
1,0.107671629871085,0.0001930283458717,auto_process,auto_process,5.0,5.0,0.0
1,0.3536483802330339,0.0004647961166059,manual_review,manual_review,1.0,1.0,0.0
1,0.199605124205814,0.0003855013199581,auto_process,auto_process,5.0,5.0,0.0
0,0.1802750912500053,0.0009648812621335,auto_process,auto_process,0.0,0.0,0.0
0,0.1793158863608435,0.000506478752501,auto_process,auto_process,0.0,0.0,0.0
1,0.1713269912600458,0.0004808330554283,auto_process,auto_process,5.0,5.0,0.0
0,0.2156794420001365,0.0005362700652272,manual_review,manual_review,1.0,1.0,0.0
0,0.1749866019380814,0.000363498313181,auto_process,auto_process,0.0,0.0,0.0
1,0.0874209841802697,0.0001151764879104,auto_process,auto_process,5.0,5.0,0.0
0,0.1521652787726729,0.0001316855640279,auto_process,auto_process,0.0,0.0,0.0
1,0.2674160142497269,0.0002604926612524,manual_review,manual_review,1.0,1.0,0.0
0,0.220226335563733,0.0003219337964692,manual_review,manual_review,1.0,1.0,0.0
0,0.2365168629685476,0.0007344452237692,manual_review,manual_review,1.0,1.0,0.0
0,0.1744420157174963,0.0012948635365445,auto_process,auto_process,0.0,0.0,0.0
1,0.2454766100659781,0.002731121994828,manual_review,manual_review,1.0,1.0,0.0
0,0.1985683217896433,0.0002257559223739,auto_process,auto_process,0.0,0.0,0.0
0,0.1878301675041035,0.0006096317935988,auto_process,auto_process,0.0,0.0,0.0
0,0.2429531149492442,0.0005579069554887,manual_review,manual_review,1.0,1.0,0.0
0,0.2848990607206409,0.0022223867764369,manual_review,manual_review,1.0,1.0,0.0
0,0.2991319241811266,0.0006405226569386,manual_review,manual_review,1.0,1.0,0.0
0,0.3185465740881603,0.0138965042925108,manual_review,manual_review,1.0,1.0,0.0
0,0.1760906487082972,0.0011735419714569,auto_process,auto_process,0.0,0.0,0.0
0,0.3536015000508958,0.0007279434052835,manual_review,manual_review,1.0,1.0,0.0
0,0.1528961214168267,6.35683620401517e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.0892009031426866,0.0003238841488363,auto_process,auto_process,0.0,0.0,0.0
0,0.3101930895392217,0.0019357377844538,manual_review,manual_review,1.0,1.0,0.0
0,0.2129430410996548,0.0003403005717938,manual_review,manual_review,1.0,1.0,0.0
1,0.1400318622748125,7.715000742022254e-05,auto_process,auto_process,5.0,5.0,0.0
0,0.1511940843739232,9.046100272382683e-05,auto_process,auto_process,0.0,0.0,0.0
0,0.13385052250119,0.0001244802521508,auto_process,auto_process,0.0,0.0,0.0
1,0.3023430715761958,0.0042792535809154,manual_review,manual_review,1.0,1.0,0.0
0,0.1719411364648525,0.001941108345162,auto_process,auto_process,0.0,0.0,0.0
0,0.2520685536045868,8.297508717408934e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.2537594474642673,0.0002552535675003,manual_review,manual_review,1.0,1.0,0.0
0,0.2202322881537664,0.0003094400664861,manual_review,manual_review,1.0,1.0,0.0
1,0.2464520034945424,0.0008750472230744,manual_review,manual_review,1.0,1.0,0.0
0,0.2515033080576826,0.0002487612619969,manual_review,manual_review,1.0,1.0,0.0
0,0.094877196554917,9.595233379614604e-05,auto_process,auto_process,0.0,0.0,0.0
1,0.1745314378940007,8.564840273892488e-05,auto_process,auto_process,5.0,5.0,0.0
0,0.2938366571127529,0.0001219073189942,manual_review,manual_review,1.0,1.0,0.0
0,0.3097404624238494,0.0003433124016455,manual_review,manual_review,1.0,1.0,0.0
1,0.3527665578482739,0.0017322928851055,manual_review,manual_review,1.0,1.0,0.0
0,0.2635999452148982,0.0035703860455912,manual_review,manual_review,1.0,1.0,0.0
0,0.1851452600583326,0.0001963170937147,auto_process,auto_process,0.0,0.0,0.0
0,0.2625844144006413,0.0011865363951954,manual_review,manual_review,1.0,1.0,0.0
1,0.3566304343277655,0.0005075764258859,manual_review,manual_review,1.0,1.0,0.0
0,0.3205352008204339,0.0009412914116276,manual_review,manual_review,1.0,1.0,0.0
0,0.3507418969957976,0.0001317080432396,manual_review,manual_review,1.0,1.0,0.0
0,0.2782121162489891,0.0003989665307598,manual_review,manual_review,1.0,1.0,0.0
0,0.1969380533019999,0.0002050490578999,auto_process,auto_process,0.0,0.0,0.0
0,0.241301940191761,0.0004781251345595,manual_review,manual_review,1.0,1.0,0.0
0,0.2661877695735752,0.0003659454076088,manual_review,manual_review,1.0,1.0,0.0
1,0.248809473080103,0.0006743000536824,manual_review,manual_review,1.0,1.0,0.0
0,0.1898985468430478,0.0016705313486879,auto_process,auto_process,0.0,0.0,0.0
0,0.1687629463525943,0.0002757843460063,auto_process,auto_process,0.0,0.0,0.0
0,0.122810317321686,0.0003084138358662,auto_process,auto_process,0.0,0.0,0.0
1,0.3555566487398501,0.0008159586375458,manual_review,manual_review,1.0,1.0,0.0
0,0.2081458319479653,2.165121874598065e-05,manual_review,manual_review,1.0,1.0,0.0
0,0.2562082449162201,0.0005918386408895,manual_review,manual_review,1.0,1.0,0.0
0,0.2522196620331254,0.0004868889038035,manual_review,manual_review,1.0,1.0,0.0
0,0.3540368806716581,0.0039006502771627,manual_review,manual_review,1.0,1.0,0.0
0,0.1439714771682885,0.0001020594393677,auto_process,auto_process,0.0,0.0,0.0
0,0.1216194679259391,0.0003411186204391,auto_process,auto_process,0.0,0.0,0.0
0,0.2788046664017672,0.0015771119857381,manual_review,manual_review,1.0,1.0,0.0
1,0.1837804097314798,0.000470740966317,auto_process,auto_process,5.0,5.0,0.0
0,0.2319725346664414,0.0010099717448887,manual_review,manual_review,1.0,1.0,0.0
0,0.1768703181106603,0.0004552742205375,auto_process,auto_process,0.0,0.0,0.0
1,0.5108657505542323,0.0100484507259163,manual_review,manual_review,1.0,1.0,0.0
0,0.2584784417573268,0.0011588798516196,manual_review,manual_review,1.0,1.0,0.0
0,0.31418481808821,0.0023826312946343,manual_review,manual_review,1.0,1.0,0.0
0,0.1249514643363154,0.0001525790277575,auto_process,auto_process,0.0,0.0,0.0
